EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair County,0,4,0,0
Appanoose County,0,7,0,3
Boone County,0,41,0,0
Carroll County,0,7,0,0
Clarke County,0,9,0,0
Dallas County,0,741,0,8
Davis County,0,12,0,0
Decatur County,0,0,0,0
Greene County,0,13,0,0
Guthrie County,0,36,0,2
Jasper County,0,239,0,10
Lucas County,0,0,0,0
Madison County,0,13,0,1
Mahaska County,0,21,0,1
Marion County,0,17,0,0
Marshall County,0,748,0,3
Monroe County,0,18,0,0
Polk County,0,2551,0,65
Poweshiek County,0,83,0,8
Ringgold County,0,0,0,0
Story County,0,65,0,1
Tama County,0,345,0,13
Union County,0,2,0,0
Warren County,0,52,0,0
Wayne County,0,1,0,0
Butler County,0,12,0,0
Cerro Gordo County,0,14,0,0
Chickasaw County,0,7,0,0
Floyd County,0,9,0,1
Franklin County,0,7,0,0
Hancock County,0,3,0,0
Hardin County,0,12,0,0
Kossuth County,0,2,0,0
Mitchell County,0,3,0,0
Winnebago County,0,5,0,0
Worth County,0,2,0,0
Wright County,0,6,0,0
Buena Vista County,0,45,0,0
Calhoun County,0,1,0,0
Cherokee County,0,6,0,0
Clay County,0,9,0,0
Dickinson County,0,6,0,0
Emmet County,0,1,0,0
Hamilton County,0,11,0,0
Humboldt County,0,7,0,0
Ida County,0,2,0,0
Lyon County,0,16,0,0
Monona County,0,13,0,0
O'Brien County,0,19,0,0
Osceola County,0,23,0,0
Palo Alto County,0,1,0,0
Plymouth County,0,71,0,0
Pocahontas County,0,3,0,0
Sac County,0,3,0,0
Sioux County,0,103,0,0
Webster County,0,12,0,0
Woodbury County,0,2054,0,14
Adams County,0,0,0,0
Audubon County,0,10,0,1
Cass County,0,1,0,0
Crawford County,0,207,1,1
Fremont County,0,3,0,0
Harrison County,0,17,0,0
Mills County,0,9,0,0
Montgomery County,0,5,0,0
Page County,0,10,0,0
Pottawattamie County,0,105,0,2
Shelby County,0,20,0,0
Taylor County,0,1,0,0
Cedar County,0,44,0,1
Clinton County,0,58,0,1
Des Moines County,0,44,0,1
Henry County,0,43,0,1
Iowa County,0,26,0,0
Jackson County,0,7,0,0
Jefferson County,0,9,0,0
Johnson County,0,558,0,7
Keokuk County,0,9,0,0
Lee County,0,18,0,0
Louisa County,0,289,0,3
Muscatine County,0,513,0,27
Scott County,0,291,0,8
Van Buren,0,8,0,0
Wapello County,0,306,0,2
Washington County,0,163,0,8
Allamakee County,0,113,0,4
Benton County,0,35,0,1
Black Hawk County,0,1528,0,28
Bremer County,0,62,0,5
Buchanan County,0,24,0,0
Clayton County,0,28,0,3
Delaware County,0,10,0,0
Dubuque County,0,235,0,9
Fayette County,0,24,0,0
Grundy County,0,16,0,0
Howard County,0,12,0,0
Jones County,0,34,0,0
Linn County,0,858,0,63
Winneshiek County,0,18,0,0
Pending Investigation,0,5,0,0
