EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,0,1,0,0
Appanoose,0,2,0,2
Boone,0,8,0,0
Carroll,0,1,0,0
Clarke,0,2,0,0
Dallas,0,198,0,0
Davis,0,0,0,0
Decatur,0,0,0,0
Greene,0,2,0,0
Guthrie,0,6,0,0
Jasper,0,109,0,0
Lucas,0,0,0,0
Madison,0,4,0,1
Mahaska,0,9,0,1
Marion,0,8,0,0
Marshall,0,434,0,0
Monroe,0,0,0,0
Polk,0,803,0,31
Poweshiek,0,50,0,2
Ringgold,0,0,0,0
Story,0,26,0,1
Tama,0,263,0,7
Union,0,1,0,0
Warren,0,20,0,0
Wayne,0,0,0,0
Cerro,0,14,0,0
Chickasaw,0,4,0,0
Floyd,0,0,0,0
Franklin,0,2,0,0
Hancock,0,3,0,0
Hardin,0,7,0,0
Kossuth,0,1,0,0
Mitchell,0,2,0,0
Winnebago,0,2,0,0
Worth,0,1,0,0
Wright,0,2,0,0
Calhoun,0,0,0,0
Cherokee,0,2,0,0
Clay,0,3,0,0
Dickinson,0,6,0,0
Emmet,0,0,0,0
Hamilton,0,7,0,0
Humboldt,0,4,0,0
Ida,0,0,0,0
Lyon,0,11,0,0
Monona,0,7,0,0
O'Brien,0,7,0,0
Osceola,0,8,0,0
Palo,0,0,0,0
Plymouth,0,12,0,0
Pocahontas,0,1,0,0
Sac,0,0,0,0
Sioux,0,8,0,0
Webster,0,4,0,0
Woodbury,0,695,0,1
Audubon,0,1,0,0
Cass,0,1,0,0
Crawford,0,19,1,1
Fremont,0,0,0,0
Harrison,0,15,0,0
Mills,0,2,0,0
Montgomery,0,1,0,0
Page,0,5,0,0
Pottawattamie,0,28,0,1
Shelby,0,9,0,0
Taylor,0,1,0,0
Clinton,0,48,0,0
Des,0,17,0,1
Henry,0,32,0,1
Iowa,0,19,0,0
Jackson,0,5,0,0
Jefferson,0,6,0,0
Johnson,0,448,0,6
Keokuk,0,2,0,0
Lee,0,7,0,0
Louisa,0,269,0,2
Muscatine,0,319,0,8
Scott,0,218,0,5
Van,0,8,0,0
Wapello,0,10,0,0
Washington,0,138,0,6
Benton,0,30,0,1
Black,0,941,0,12
Bremer,0,48,0,3
Buchanan,0,14,0,0
Clayton,0,12,0,1
Delaware,0,4,0,0
Dubuque,0,88,0,2
Fayette,0,17,0,0
Grundy,0,9,0,0
Howard,0,7,0,0
Jones,0,19,0,0
Linn,0,632,0,36
Winneshiek,0,15,0,0
