EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,42741,5558,2702,168
Linn,16517,1105,870,80
Woodbury,14996,3077,2601,42
Black Hawk,13193,1900,1163,56
Johnson,11857,797,503,8
Scott,10595,455,380,10
Dallas,8321,1082,693,29
Dubuque,7908,452,242,22
Pottawattamie,7860,629,419,11
Buena Vista,6706,1669,502,10
Story,5892,500,148,3
Marshall,5132,977,611,18
Muscatine,3978,587,506,43
Warren,3909,215,181,2
Wapello,3852,689,558,28
Cerro Gordo,3808,62,28,1
Webster,3743,128,86,1
Jasper,2682,298,211,17
Crawford,2662,641,376,2
Clinton,2651,75,65,1
Sioux,2560,422,200,0
Wright,2422,340,138,0
Des Moines,2304,78,62,2
Boone,2255,115,69,1
Plymouth,2250,250,163,4
Washington,2031,214,182,9
Tama,2003,432,352,29
Bremer,1985,82,68,6
Pending Investigation,1827,10,1,0
Mills,1781,31,22,0
Hamilton,1746,168,102,0
Benton,1635,52,42,1
Marion,1628,48,35,0
Lee,1593,43,31,1
Carroll,1548,69,35,1
Fayette,1507,30,28,0
Buchanan,1455,38,31,1
Iowa,1453,40,33,0
Floyd,1428,43,20,1
Hardin,1428,54,19,0
Dickinson,1404,210,86,2
Henry,1383,79,70,3
Cedar,1374,61,50,1
Louisa,1331,355,288,13
Clay,1309,108,54,0
Butler,1288,36,25,2
Winneshiek,1225,24,24,0
Jones,1208,47,41,0
Clayton,1191,35,31,3
Mahaska,1183,113,89,15
Allamakee,1120,122,90,4
Sac,1095,48,34,0
Delaware,1070,34,26,1
Page,1066,18,16,0
Franklin,1058,68,26,0
Kossuth,1037,26,13,0
Madison,1034,35,30,2
Hancock,1012,37,25,0
Poweshiek,1009,97,85,8
Jefferson,995,49,36,0
Jackson,966,19,13,0
O'Brien,950,74,35,1
Grundy,937,26,17,0
Union,900,14,7,0
Cherokee,898,68,55,0
Clarke,890,113,67,2
Harrison,874,44,38,0
Guthrie,870,63,47,4
Chickasaw,863,20,15,0
Calhoun,837,26,17,0
Mitchell,792,9,5,0
Appanoose,742,20,14,3
Shelby,719,84,46,0
Montgomery,705,10,7,2
Greene,694,28,16,0
Cass,690,16,15,0
Emmet,688,62,30,0
Monona,685,61,22,0
Keokuk,685,17,14,1
Palo Alto,668,24,16,0
Winnebago,664,17,12,0
Humboldt,662,41,30,1
Pocahontas,589,39,6,1
Taylor,586,76,22,0
Howard,585,14,10,0
Ida,584,20,18,0
Lyon,534,37,30,0
Davis,516,36,24,1
Monroe,457,49,42,6
Worth,453,8,5,0
Lucas,407,27,17,3
Decatur,401,9,7,0
Ringgold,390,11,8,0
Adair,373,12,11,0
Van Buren,332,14,11,0
Fremont,327,4,2,0
Osceola,322,49,45,0
Audubon,305,15,11,1
Wayne,279,6,3,0
Adams,216,7,5,0
